bd8b8736c98ba8a44b40a5200ed55b31,1
8e2658a9f4a4b456d9c2bac016daecf2,1
20356b4fdffc5b88f30b859830b878a4,1
f961dc3c2a5576372bf2460ee7d4b497,0
c91b99b49de2b758aed44be4e3e30887,1
95d02bc0d10d67454695cfe404ad30bb,1
966540e911687c6f826f0bc47d005582,1
bbe56db503489d05a55ea293ed289bc0,0
ca4273c0c07c731e6a7244e52f3a0347,1
886eaf72d981f144721847ad990f34e8,0
d53f53f2c98bc27b8fb8a8066ce6ed18,1
9a9311a752499494a547019fb944ebaf,1
7ba8bd576209d4b77d45a5b39a52a7e8,1
57f5c0d5687d160d257bdae077222d4b,0
e59c2a81a51924c5fd042a688d5c36cf,1
15b54db657999320109667140dd57e26,1
70f5a5221f456a0f4bb3c4352278d355,1
69dd69eaa0ce786fe13371550cb14b0f,0
11b02eed3bf0b1c4bbd57b1b1a40a6cd,1
26a8f53367e824e7e601e3f960487d61,0
2b3e56a15d75e4aa0327ac55733353ca,0
a1778ff6dfe15a1f6e5ad8fe49ed3f2f,1
50ea1cc9c15635c492dd44bd071b091e,0
fdb5ab87ac0c51bce8518848d9a61ef4,0
5e323a2b2fe0c0830eb65d0575f81f16,1
d42bd6ffd2c86791cf8bd8c21ad48e89,1
1fd4633e3dfab8b3c0e90cd7ac4672ed,1
5a4d65698152594df461758c02895e00,1
937f0f73800de1fc7c4375ac8a69b8e9,1
45087be858bd34af185cd8513f977f72,0
0ab42116bd835dd35aa0363ce80af470,0
26d10b460b8214ab946cc8268a4c64ea,1
3a575f70f459a399f74c9008f867608c,0
a6583e140f9c1f69c03191c3efe75748,1
b73de38f1e0efbc81b85dbfcf71ad9c9,0
bcdf3c943e6aa549e8753c32ded15360,0
e812dd3746d3f9d7ee5e721a018c7d82,1
4566bfb42d856ce7db0334aededf171c,1
2dec014b6e1bc892177fc2144f3ead29,0
8f3f7f5784858fba9e1093cf5b1a909a,0
db07f39a8d8db4916b45f2a3596e7df4,1
3e880b24fccaa6a2ce5ec8eab2153966,1
3766c0e0124e8ec16ae013ce67247e14,1
6fd588e596317748eef3a8bc3d2b7f0c,1
470cf58fb0f08a472907d85ccc8a8817,0
5ac40fe85f0581bf5398a3fa5ee6f02b,1
6ac3b36f512b8f24cf6b52968d1243db,0
a4d23c013584d35a6d1bb08eaed3af69,0
b905705242f04eb5beb4dd8bc2214831,1
3c339eb3c4bed615be772248caa5fac9,1
f90136cfc02d555bdd9a7ec637ceec88,1
3ffca88c525f1af212d3a1b7933d6bf8,1
d4769345dc5a3869f4b2ba2e0e3e4c39,0
e60077c1abbf72bbc80f4d05abcf39b4,0
673cc05136d97ef038bd56d1c040fc34,0
1e794cd861a5542627a7f0aabc6caac5,1
9b81bbc5e8f459a81ee81c24346ccc38,1
50182a6a2a95530b79ee4f5a38e428a0,0
99fe45ec1a50c0413a6dcb1d23b754f9,0
c57800b0f9814f7e30b4521c21cf9026,1
e4a78a67c4ed54de303c9ad90ac77941,1
6b6b29bf772c709a9b4c875018291f17,1
5c12f811da5081f69e0b648beff261dc,0
51e7cf8b9d18e0fe3f8c63574c537f78,0
d3bfbc2c84142082be1b1c3bca3ad018,1
b29f8ae421188b4e964f26bfed528e85,1
53ad3dbc679c78b6d28ce0120791a19b,1
a9423337934ceb949e2a8e43578aed93,1
011f0ae6c21dd152ed0c0564389f5b11,1
eeb3f43960793f35ee6ba5828568ce09,0
40ba0f7c46c5b42729a9b2697f2390f7,1
3d622f64da382c72e9ec207e0c950b4e,0
114d240bb44bf7c31c03481d0706db4f,1
ba2d01887234496c8c413db7433d5a2e,0
1d554ac626f708bb1b307075bfa04a9b,1
5cd1042ce2e774697ac8f1c258b693f2,0
5a20f4ba37a30f6228e792314f609334,1
14db96a7bc09fed2452de6f179653a0b,1
afdb7142a06381f8e2535f77eca2bac5,1
aa1234ceef6c2302611c3764092ef7d7,0
096dc0e3c2982200d2db6d4b99602d92,1
a2fd6faa4b466fd771785768bd9470a1,1
3e988b173f6347de811b1de5a377c331,1
cfbfdb62443cff3eccfcad30336ea464,1
f01c0c05a3f4c6d7afa7849d291aaa1b,0
97c85c69993067d1142050c97c1ad857,1
a0a67abab68d93e6999749b4f3a34904,1
9d46b3856d27e68f07df0d6d70fdf87a,0
